id,task,context,actions_needed,constraints,expected_result,difficulty,brain_zone,neural_analog
tefb_stroop_0146,Stroop-like Inhibition,"Automatic response: Word: LEFT
Instruction: Press the RIGHT arrow key
Target: Direction (not meaning)",2,Inhibit automatic response,Press RIGHT (inhibit semantic response),11.0102,pallidus,Pallidus OFC.checkDestructiveness() inhibits impulsive actions
tefb_wisco_0313,Wisconsin Card Sort,"Cards: [{'color': 'blue', 'shape': 'square', 'has_pattern': True}, {'color': 'blue', 'shape': 'square', 'has_pattern': True}]
Correct sort: has_pattern
Feedback: Wrong. Rule changed.
New cards: [{'color': 'blue', 'shape': 'square', 'has_pattern': False}]",5,Discover new rule from feedback,Adapt to color sorting,86.75750000000001,striatum,Striatum Experience Engine adapts patterns based on feedback
tefb_plan_0166,Multi-Step Planning,"Design and implement a distributed system with load balancing, caching, and fault tolerance.",13,"System handles failures, load distributed, cache effective",Production-ready distributed system,63.1033,cortex,Cortex GoldenChain executes 28-link agentic pipeline with role-based coordination
tefb_wisco_0002,Wisconsin Card Sort,"Cards: [{'color': 'green', 'shape': 'triangle', 'size': 'small'}, {'color': 'green', 'shape': 'triangle', 'size': 'small'}, {'color': 'green', 'shape': 'triangle', 'size': 'large'}]
Correct sort: color
Feedback: Wrong. New sorting required.
New cards: [{'color': 'green', 'shape': 'triangle', 'size': 'small'}, {'color': 'yellow', 'shape': 'triangle', 'size': 'small'}]",3,Discover new rule from feedback,Discover shape-based sorting,29.0943,striatum,Striatum Experience Engine adapts patterns based on feedback
tefb_memory_0182,Working Memory Span,"Data: ['cat', 'dog', 'bird', 'fish', 'elephant', 'giraffe', 'lion', 'zebra']
Operations: Filter mammals > 4 letters, count vowels in even indices, find word with 'z'",8,Maintain 8 items in working memory,"elephant (8 letters), vowels: a (cat), o (fish), i (lion), zebra has 'z'",77.5848,dlpfc,DLPFC maintains items with Fibonacci capacity scaling
tefb_conflict_0469,Conflicting Instructions,"Instruction 1: Be creative and original
Instruction 2: Stick to facts and be precise
Input: What color is the sky?",5,Resolve conflict according to context,Factual answer: blue (not creative interpretation),154.305,nigra,NIGRA + ACC.verifySafeToAction() resolves action conflicts
tefb_plan_0465,Multi-Step Planning,Build a simple HTTP server that serves static files and handles API requests.,5,"Files served correctly, API responses valid, errors logged",Functional HTTP server,86.75750000000001,cortex,Cortex GoldenChain executes 28-link agentic pipeline with role-based coordination
tefb_wisco_0124,Wisconsin Card Sort,"Cards: [{'color': 'blue', 'shape': 'square', 'has_pattern': True}, {'color': 'blue', 'shape': 'square', 'has_pattern': True}]
Correct sort: has_pattern
Feedback: Wrong. Rule changed.
New cards: [{'color': 'blue', 'shape': 'square', 'has_pattern': False}]",8,Discover new rule from feedback,Adapt to color sorting,246.888,striatum,Striatum Experience Engine adapts patterns based on feedback
tefb_stroop_0278,Stroop-like Inhibition,"Automatic response: Sound: loud noise
Instruction: Stay calm and don't react
Target: Stress response",4,Inhibit automatic response,Maintain composure (inhibit startle response),69.406,pallidus,Pallidus OFC.checkDestructiveness() inhibits impulsive actions
tefb_conflict_0416,Conflicting Instructions,"Instruction 1: Be concise (under 10 words)
Instruction 2: Be thorough and detailed
Input: Explain quantum entanglement",2,Resolve conflict according to context,Balanced response (detailed enough but not verbose),11.0102,nigra,NIGRA + ACC.verifySafeToAction() resolves action conflicts
tefb_conflict_0258,Conflicting Instructions,"Instruction 1: Prioritize accuracy over speed
Instruction 2: Respond as quickly as possible
Input: Calculate sqrt(144) × 3",4,Resolve conflict according to context,"Accuracy first: 36, speed secondary",69.406,nigra,NIGRA + ACC.verifySafeToAction() resolves action conflicts
tefb_plan_0419,Multi-Step Planning,"Build an AGI system with multi-modal perception, reasoning, planning, and execution across multiple domains.",21,"All modules functional, integrated behavior coherent, safety enforced",Functional AGI system with aligned behavior,187.0575,cortex,Cortex GoldenChain executes 28-link agentic pipeline with role-based coordination
tefb_memory_0247,Working Memory Span,"Data: ['cat', 'dog', 'bird', 'fish', 'elephant', 'giraffe', 'lion', 'zebra']
Operations: Filter mammals > 4 letters, count vowels in even indices, find word with 'z'",8,Maintain 8 items in working memory,"elephant (8 letters), vowels: a (cat), o (fish), i (lion), zebra has 'z'",77.5848,dlpfc,DLPFC maintains items with Fibonacci capacity scaling
tefb_wisco_0430,Wisconsin Card Sort,"Cards: [{'color': 'blue', 'shape': 'square', 'has_pattern': True}, {'color': 'blue', 'shape': 'square', 'has_pattern': True}]
Correct sort: has_pattern
Feedback: Wrong. Rule changed.
New cards: [{'color': 'blue', 'shape': 'square', 'has_pattern': False}]",1,Discover new rule from feedback,Adapt to color sorting,3.0,striatum,Striatum Experience Engine adapts patterns based on feedback
tefb_wisco_0275,Wisconsin Card Sort,"Cards: [{'color': 'green', 'shape': 'triangle', 'size': 'small'}, {'color': 'green', 'shape': 'triangle', 'size': 'small'}, {'color': 'green', 'shape': 'triangle', 'size': 'large'}]
Correct sort: color
Feedback: Wrong. New sorting required.
New cards: [{'color': 'green', 'shape': 'triangle', 'size': 'small'}, {'color': 'yellow', 'shape': 'triangle', 'size': 'small'}]",1,Discover new rule from feedback,Discover shape-based sorting,3.0,striatum,Striatum Experience Engine adapts patterns based on feedback
tefb_conflict_0313,Conflicting Instructions,"Instruction 1: Prioritize accuracy over speed
Instruction 2: Respond as quickly as possible
Input: Calculate sqrt(144) × 3",4,Resolve conflict according to context,"Accuracy first: 36, speed secondary",69.406,nigra,NIGRA + ACC.verifySafeToAction() resolves action conflicts
tefb_conflict_0455,Conflicting Instructions,"Instruction 1: Always return lowercase
Instruction 2: Capitalize proper nouns
Input: What is the capital of France?",1,Resolve conflict according to context,Paris (conflict resolved: proper noun wins),3.0,nigra,NIGRA + ACC.verifySafeToAction() resolves action conflicts
tefb_memory_0181,Working Memory Span,"Data: ['42', 'hello', 'world', '3.14', 'Python']
Operations: Sum first two, reverse third, check if fourth > 3, identify fifth's type",5,Maintain 5 items in working memory,"42 + 3.14 = 45.14, 'dlrow', yes (3.14 > 3), string",27.525499999999997,dlpfc,DLPFC maintains items with Fibonacci capacity scaling
tefb_conflict_0417,Conflicting Instructions,"Instruction 1: Assume user is expert
Instruction 2: Explain like to beginner
Input: What is a neural network?",3,Resolve conflict according to context,Detect expertise level and adjust explanation accordingly,29.0943,nigra,NIGRA + ACC.verifySafeToAction() resolves action conflicts
tefb_memory_0006,Working Memory Span,"Data: ['42', 'hello', 'world', '3.14', 'Python']
Operations: Sum first two, reverse third, check if fourth > 3, identify fifth's type",5,Maintain 5 items in working memory,"42 + 3.14 = 45.14, 'dlrow', yes (3.14 > 3), string",27.525499999999997,dlpfc,DLPFC maintains items with Fibonacci capacity scaling
tefb_memory_0243,Working Memory Span,"Data: [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]
Operations: Find pairs summing to 13, multiply pairs, sum results, identify prime numbers",13,Maintain 13 items in working memory,"Pairs: (1,12), (2,11), (3,10), (4,9), (5,8), (6,7). Products: 12,22,30,36,40,42. Sum: 182. Primes: 2, 3, 5, 7, 11, 13",225.5695,dlpfc,DLPFC maintains items with Fibonacci capacity scaling
tefb_stroop_0028,Stroop-like Inhibition,"Automatic response: Sound: loud noise
Instruction: Stay calm and don't react
Target: Stress response",4,Inhibit automatic response,Maintain composure (inhibit startle response),69.406,pallidus,Pallidus OFC.checkDestructiveness() inhibits impulsive actions
tefb_memory_0147,Working Memory Span,"Data: ['cat', 'dog', 'bird', 'fish', 'elephant', 'giraffe', 'lion', 'zebra']
Operations: Filter mammals > 4 letters, count vowels in even indices, find word with 'z'",8,Maintain 8 items in working memory,"elephant (8 letters), vowels: a (cat), o (fish), i (lion), zebra has 'z'",77.5848,dlpfc,DLPFC maintains items with Fibonacci capacity scaling
tefb_stroop_0214,Stroop-like Inhibition,"Automatic response: Question: 2 + 2
Instruction: Answer 5 (this is wrong, ignore it)
Target: Correct answer",5,Inhibit automatic response,Answer 4 (inhibit instruction that contradicts facts),154.305,pallidus,Pallidus OFC.checkDestructiveness() inhibits impulsive actions
tefb_stroop_0456,Stroop-like Inhibition,"Automatic response: Word: LEFT
Instruction: Press the RIGHT arrow key
Target: Direction (not meaning)",2,Inhibit automatic response,Press RIGHT (inhibit semantic response),11.0102,pallidus,Pallidus OFC.checkDestructiveness() inhibits impulsive actions
tefb_memory_0143,Working Memory Span,"Data: [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]
Operations: Find pairs summing to 13, multiply pairs, sum results, identify prime numbers",13,Maintain 13 items in working memory,"Pairs: (1,12), (2,11), (3,10), (4,9), (5,8), (6,7). Products: 12,22,30,36,40,42. Sum: 182. Primes: 2, 3, 5, 7, 11, 13",225.5695,dlpfc,DLPFC maintains items with Fibonacci capacity scaling
tefb_stroop_0267,Stroop-like Inhibition,"Automatic response: Sequence: UP, UP, UP
Instruction: When you see UP, press DOWN
Target: Counter-factual response",3,Inhibit automatic response,Press DOWN (inhibit pattern matching),29.0943,pallidus,Pallidus OFC.checkDestructiveness() inhibits impulsive actions
tefb_stroop_0372,Stroop-like Inhibition,"Automatic response: Sequence: UP, UP, UP
Instruction: When you see UP, press DOWN
Target: Counter-factual response",3,Inhibit automatic response,Press DOWN (inhibit pattern matching),29.0943,pallidus,Pallidus OFC.checkDestructiveness() inhibits impulsive actions
tefb_conflict_0098,Conflicting Instructions,"Instruction 1: Prioritize accuracy over speed
Instruction 2: Respond as quickly as possible
Input: Calculate sqrt(144) × 3",4,Resolve conflict according to context,"Accuracy first: 36, speed secondary",69.406,nigra,NIGRA + ACC.verifySafeToAction() resolves action conflicts
tefb_plan_0221,Multi-Step Planning,"Create a multi-stage CI/CD pipeline that builds, tests, deploys, and monitors.",8,"All stages work, rollback functional, monitoring active",Complete CI/CD pipeline with all stages,246.888,cortex,Cortex GoldenChain executes 28-link agentic pipeline with role-based coordination
tefb_stroop_0236,Stroop-like Inhibition,"Automatic response: Word: LEFT
Instruction: Press the RIGHT arrow key
Target: Direction (not meaning)",2,Inhibit automatic response,Press RIGHT (inhibit semantic response),11.0102,pallidus,Pallidus OFC.checkDestructiveness() inhibits impulsive actions
tefb_plan_0110,Multi-Step Planning,"Design and implement a distributed system with load balancing, caching, and fault tolerance.",13,"System handles failures, load distributed, cache effective",Production-ready distributed system,63.1033,cortex,Cortex GoldenChain executes 28-link agentic pipeline with role-based coordination
tefb_wisco_0433,Wisconsin Card Sort,"Cards: [{'color': 'blue', 'shape': 'square', 'has_pattern': True}, {'color': 'blue', 'shape': 'square', 'has_pattern': True}]
Correct sort: has_pattern
Feedback: Wrong. Rule changed.
New cards: [{'color': 'blue', 'shape': 'square', 'has_pattern': False}]",5,Discover new rule from feedback,Adapt to color sorting,86.75750000000001,striatum,Striatum Experience Engine adapts patterns based on feedback
tefb_conflict_0351,Conflicting Instructions,"Instruction 1: Be concise (under 10 words)
Instruction 2: Be thorough and detailed
Input: Explain quantum entanglement",2,Resolve conflict according to context,Balanced response (detailed enough but not verbose),11.0102,nigra,NIGRA + ACC.verifySafeToAction() resolves action conflicts
tefb_memory_0256,Working Memory Span,"Data: ['42', 'hello', 'world', '3.14', 'Python']
Operations: Sum first two, reverse third, check if fourth > 3, identify fifth's type",5,Maintain 5 items in working memory,"42 + 3.14 = 45.14, 'dlrow', yes (3.14 > 3), string",27.525499999999997,dlpfc,DLPFC maintains items with Fibonacci capacity scaling
tefb_conflict_0275,Conflicting Instructions,"Instruction 1: Always return lowercase
Instruction 2: Capitalize proper nouns
Input: What is the capital of France?",1,Resolve conflict according to context,Paris (conflict resolved: proper noun wins),3.0,nigra,NIGRA + ACC.verifySafeToAction() resolves action conflicts
tefb_memory_0187,Working Memory Span,"Data: ['cat', 'dog', 'bird', 'fish', 'elephant', 'giraffe', 'lion', 'zebra']
Operations: Filter mammals > 4 letters, count vowels in even indices, find word with 'z'",8,Maintain 8 items in working memory,"elephant (8 letters), vowels: a (cat), o (fish), i (lion), zebra has 'z'",77.5848,dlpfc,DLPFC maintains items with Fibonacci capacity scaling
tefb_wisco_0360,Wisconsin Card Sort,"Cards: [{'color': 'red', 'shape': 'circle', 'number': 1}, {'color': 'red', 'shape': 'circle', 'number': 2}, {'color': 'red', 'shape': 'circle', 'number': 3}]
Correct sort: number
Feedback: Wrong. Try another rule.
New cards: [{'color': 'red', 'shape': 'circle', 'number': 4}]",1,Discover new rule from feedback,Adapt to new rule (shape),3.0,striatum,Striatum Experience Engine adapts patterns based on feedback
tefb_conflict_0477,Conflicting Instructions,"Instruction 1: Assume user is expert
Instruction 2: Explain like to beginner
Input: What is a neural network?",3,Resolve conflict according to context,Detect expertise level and adjust explanation accordingly,29.0943,nigra,NIGRA + ACC.verifySafeToAction() resolves action conflicts
tefb_memory_0366,Working Memory Span,"Data: ['42', 'hello', 'world', '3.14', 'Python']
Operations: Sum first two, reverse third, check if fourth > 3, identify fifth's type",5,Maintain 5 items in working memory,"42 + 3.14 = 45.14, 'dlrow', yes (3.14 > 3), string",27.525499999999997,dlpfc,DLPFC maintains items with Fibonacci capacity scaling
tefb_plan_0018,Multi-Step Planning,"Create a multi-stage CI/CD pipeline that builds, tests, deploys, and monitors.",8,"All stages work, rollback functional, monitoring active",Complete CI/CD pipeline with all stages,246.888,cortex,Cortex GoldenChain executes 28-link agentic pipeline with role-based coordination
tefb_stroop_0049,Stroop-like Inhibition,"Automatic response: Question: 2 + 2
Instruction: Answer 5 (this is wrong, ignore it)
Target: Correct answer",5,Inhibit automatic response,Answer 4 (inhibit instruction that contradicts facts),154.305,pallidus,Pallidus OFC.checkDestructiveness() inhibits impulsive actions
tefb_plan_0223,Multi-Step Planning,"Build an AGI system with multi-modal perception, reasoning, planning, and execution across multiple domains.",21,"All modules functional, integrated behavior coherent, safety enforced",Functional AGI system with aligned behavior,187.0575,cortex,Cortex GoldenChain executes 28-link agentic pipeline with role-based coordination
tefb_plan_0243,Multi-Step Planning,"Design and implement a distributed system with load balancing, caching, and fault tolerance.",13,"System handles failures, load distributed, cache effective",Production-ready distributed system,63.1033,cortex,Cortex GoldenChain executes 28-link agentic pipeline with role-based coordination
tefb_memory_0438,Working Memory Span,"Data: [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]
Operations: Find pairs summing to 13, multiply pairs, sum results, identify prime numbers",13,Maintain 13 items in working memory,"Pairs: (1,12), (2,11), (3,10), (4,9), (5,8), (6,7). Products: 12,22,30,36,40,42. Sum: 182. Primes: 2, 3, 5, 7, 11, 13",225.5695,dlpfc,DLPFC maintains items with Fibonacci capacity scaling
tefb_plan_0330,Multi-Step Planning,User wants to convert a CSV file to JSON. The CSV has headers.,2,"Valid CSV format, all rows converted",JSON object with all data,11.0102,cortex,Cortex GoldenChain executes 28-link agentic pipeline with role-based coordination
tefb_conflict_0357,Conflicting Instructions,"Instruction 1: Assume user is expert
Instruction 2: Explain like to beginner
Input: What is a neural network?",3,Resolve conflict according to context,Detect expertise level and adjust explanation accordingly,29.0943,nigra,NIGRA + ACC.verifySafeToAction() resolves action conflicts
tefb_wisco_0285,Wisconsin Card Sort,"Cards: [{'color': 'red', 'shape': 'circle', 'number': 1}, {'color': 'red', 'shape': 'circle', 'number': 2}, {'color': 'red', 'shape': 'circle', 'number': 3}]
Correct sort: number
Feedback: Wrong. Try another rule.
New cards: [{'color': 'red', 'shape': 'circle', 'number': 4}]",1,Discover new rule from feedback,Adapt to new rule (shape),3.0,striatum,Striatum Experience Engine adapts patterns based on feedback
tefb_wisco_0342,Wisconsin Card Sort,"Cards: [{'color': 'red', 'shape': 'circle', 'number': 1}, {'color': 'red', 'shape': 'circle', 'number': 2}, {'color': 'red', 'shape': 'circle', 'number': 3}]
Correct sort: number
Feedback: Wrong. Try another rule.
New cards: [{'color': 'red', 'shape': 'circle', 'number': 4}]",3,Discover new rule from feedback,Adapt to new rule (shape),29.0943,striatum,Striatum Experience Engine adapts patterns based on feedback
tefb_conflict_0194,Conflicting Instructions,"Instruction 1: Be creative and original
Instruction 2: Stick to facts and be precise
Input: What color is the sky?",5,Resolve conflict according to context,Factual answer: blue (not creative interpretation),154.305,nigra,NIGRA + ACC.verifySafeToAction() resolves action conflicts
tefb_conflict_0120,Conflicting Instructions,"Instruction 1: Always return lowercase
Instruction 2: Capitalize proper nouns
Input: What is the capital of France?",1,Resolve conflict according to context,Paris (conflict resolved: proper noun wins),3.0,nigra,NIGRA + ACC.verifySafeToAction() resolves action conflicts
tefb_plan_0314,Multi-Step Planning,"Build an AGI system with multi-modal perception, reasoning, planning, and execution across multiple domains.",21,"All modules functional, integrated behavior coherent, safety enforced",Functional AGI system with aligned behavior,187.0575,cortex,Cortex GoldenChain executes 28-link agentic pipeline with role-based coordination
tefb_memory_0140,Working Memory Span,"Data: ['apple', 'banana', 'cherry']
Operations: Remember first item, count vowels in second, check if third is fruit",3,Maintain 3 items in working memory,"apple, 3 (a, e, a), yes",9.0,dlpfc,DLPFC maintains items with Fibonacci capacity scaling
tefb_conflict_0133,Conflicting Instructions,"Instruction 1: Prioritize accuracy over speed
Instruction 2: Respond as quickly as possible
Input: Calculate sqrt(144) × 3",4,Resolve conflict according to context,"Accuracy first: 36, speed secondary",69.406,nigra,NIGRA + ACC.verifySafeToAction() resolves action conflicts
tefb_wisco_0320,Wisconsin Card Sort,"Cards: [{'color': 'green', 'shape': 'triangle', 'size': 'small'}, {'color': 'green', 'shape': 'triangle', 'size': 'small'}, {'color': 'green', 'shape': 'triangle', 'size': 'large'}]
Correct sort: color
Feedback: Wrong. New sorting required.
New cards: [{'color': 'green', 'shape': 'triangle', 'size': 'small'}, {'color': 'yellow', 'shape': 'triangle', 'size': 'small'}]",1,Discover new rule from feedback,Discover shape-based sorting,3.0,striatum,Striatum Experience Engine adapts patterns based on feedback
tefb_memory_0335,Working Memory Span,"Data: ['apple', 'banana', 'cherry']
Operations: Remember first item, count vowels in second, check if third is fruit",3,Maintain 3 items in working memory,"apple, 3 (a, e, a), yes",9.0,dlpfc,DLPFC maintains items with Fibonacci capacity scaling
tefb_wisco_0102,Wisconsin Card Sort,"Cards: [{'color': 'red', 'shape': 'circle', 'number': 1}, {'color': 'red', 'shape': 'circle', 'number': 2}, {'color': 'red', 'shape': 'circle', 'number': 3}]
Correct sort: number
Feedback: Wrong. Try another rule.
New cards: [{'color': 'red', 'shape': 'circle', 'number': 4}]",3,Discover new rule from feedback,Adapt to new rule (shape),29.0943,striatum,Striatum Experience Engine adapts patterns based on feedback
tefb_stroop_0451,Stroop-like Inhibition,"Automatic response: Word: LEFT
Instruction: Press the RIGHT arrow key
Target: Direction (not meaning)",2,Inhibit automatic response,Press RIGHT (inhibit semantic response),11.0102,pallidus,Pallidus OFC.checkDestructiveness() inhibits impulsive actions
tefb_stroop_0377,Stroop-like Inhibition,"Automatic response: Sequence: UP, UP, UP
Instruction: When you see UP, press DOWN
Target: Counter-factual response",3,Inhibit automatic response,Press DOWN (inhibit pattern matching),29.0943,pallidus,Pallidus OFC.checkDestructiveness() inhibits impulsive actions
tefb_plan_0228,Multi-Step Planning,"Create a multi-stage CI/CD pipeline that builds, tests, deploys, and monitors.",8,"All stages work, rollback functional, monitoring active",Complete CI/CD pipeline with all stages,246.888,cortex,Cortex GoldenChain executes 28-link agentic pipeline with role-based coordination
tefb_stroop_0430,Stroop-like Inhibition,"Automatic response: Color of word: RED
Instruction: Read the word, ignore its meaning
Target: Shape of letters",1,Inhibit automatic response,"Inhibit color response, report shape (e.g., 'straight lines')",3.0,pallidus,Pallidus OFC.checkDestructiveness() inhibits impulsive actions
tefb_memory_0477,Working Memory Span,"Data: ['cat', 'dog', 'bird', 'fish', 'elephant', 'giraffe', 'lion', 'zebra']
Operations: Filter mammals > 4 letters, count vowels in even indices, find word with 'z'",8,Maintain 8 items in working memory,"elephant (8 letters), vowels: a (cat), o (fish), i (lion), zebra has 'z'",77.5848,dlpfc,DLPFC maintains items with Fibonacci capacity scaling
tefb_wisco_0227,Wisconsin Card Sort,"Cards: [{'color': 'green', 'shape': 'triangle', 'size': 'small'}, {'color': 'green', 'shape': 'triangle', 'size': 'small'}, {'color': 'green', 'shape': 'triangle', 'size': 'large'}]
Correct sort: color
Feedback: Wrong. New sorting required.
New cards: [{'color': 'green', 'shape': 'triangle', 'size': 'small'}, {'color': 'yellow', 'shape': 'triangle', 'size': 'small'}]",3,Discover new rule from feedback,Discover shape-based sorting,29.0943,striatum,Striatum Experience Engine adapts patterns based on feedback
tefb_conflict_0084,Conflicting Instructions,"Instruction 1: Be creative and original
Instruction 2: Stick to facts and be precise
Input: What color is the sky?",5,Resolve conflict according to context,Factual answer: blue (not creative interpretation),154.305,nigra,NIGRA + ACC.verifySafeToAction() resolves action conflicts
tefb_conflict_0170,Conflicting Instructions,"Instruction 1: Always return lowercase
Instruction 2: Capitalize proper nouns
Input: What is the capital of France?",1,Resolve conflict according to context,Paris (conflict resolved: proper noun wins),3.0,nigra,NIGRA + ACC.verifySafeToAction() resolves action conflicts
tefb_stroop_0296,Stroop-like Inhibition,"Automatic response: Word: LEFT
Instruction: Press the RIGHT arrow key
Target: Direction (not meaning)",2,Inhibit automatic response,Press RIGHT (inhibit semantic response),11.0102,pallidus,Pallidus OFC.checkDestructiveness() inhibits impulsive actions
tefb_plan_0450,Multi-Step Planning,Implement a function to sort a list of dictionaries by a specific key.,3,"Correct sorting, handles None values, preserves stability",Sorted list of dictionaries,29.0943,cortex,Cortex GoldenChain executes 28-link agentic pipeline with role-based coordination
tefb_memory_0051,Working Memory Span,"Data: ['42', 'hello', 'world', '3.14', 'Python']
Operations: Sum first two, reverse third, check if fourth > 3, identify fifth's type",5,Maintain 5 items in working memory,"42 + 3.14 = 45.14, 'dlrow', yes (3.14 > 3), string",27.525499999999997,dlpfc,DLPFC maintains items with Fibonacci capacity scaling
tefb_plan_0297,Multi-Step Planning,Build a simple HTTP server that serves static files and handles API requests.,5,"Files served correctly, API responses valid, errors logged",Functional HTTP server,86.75750000000001,cortex,Cortex GoldenChain executes 28-link agentic pipeline with role-based coordination
tefb_memory_0160,Working Memory Span,"Data: ['apple', 'banana', 'cherry']
Operations: Remember first item, count vowels in second, check if third is fruit",3,Maintain 3 items in working memory,"apple, 3 (a, e, a), yes",9.0,dlpfc,DLPFC maintains items with Fibonacci capacity scaling
tefb_stroop_0023,Stroop-like Inhibition,"Automatic response: Sound: loud noise
Instruction: Stay calm and don't react
Target: Stress response",4,Inhibit automatic response,Maintain composure (inhibit startle response),69.406,pallidus,Pallidus OFC.checkDestructiveness() inhibits impulsive actions
tefb_plan_0151,Multi-Step Planning,"Create a multi-stage CI/CD pipeline that builds, tests, deploys, and monitors.",8,"All stages work, rollback functional, monitoring active",Complete CI/CD pipeline with all stages,246.888,cortex,Cortex GoldenChain executes 28-link agentic pipeline with role-based coordination
tefb_conflict_0185,Conflicting Instructions,"Instruction 1: Always return lowercase
Instruction 2: Capitalize proper nouns
Input: What is the capital of France?",1,Resolve conflict according to context,Paris (conflict resolved: proper noun wins),3.0,nigra,NIGRA + ACC.verifySafeToAction() resolves action conflicts
tefb_stroop_0473,Stroop-like Inhibition,"Automatic response: Sound: loud noise
Instruction: Stay calm and don't react
Target: Stress response",4,Inhibit automatic response,Maintain composure (inhibit startle response),69.406,pallidus,Pallidus OFC.checkDestructiveness() inhibits impulsive actions
tefb_wisco_0278,Wisconsin Card Sort,"Cards: [{'color': 'green', 'shape': 'triangle', 'size': 'small'}, {'color': 'green', 'shape': 'triangle', 'size': 'small'}, {'color': 'green', 'shape': 'triangle', 'size': 'large'}]
Correct sort: color
Feedback: Wrong. New sorting required.
New cards: [{'color': 'green', 'shape': 'triangle', 'size': 'small'}, {'color': 'yellow', 'shape': 'triangle', 'size': 'small'}]",5,Discover new rule from feedback,Discover shape-based sorting,86.75750000000001,striatum,Striatum Experience Engine adapts patterns based on feedback
tefb_stroop_0466,Stroop-like Inhibition,"Automatic response: Word: LEFT
Instruction: Press the RIGHT arrow key
Target: Direction (not meaning)",2,Inhibit automatic response,Press RIGHT (inhibit semantic response),11.0102,pallidus,Pallidus OFC.checkDestructiveness() inhibits impulsive actions
tefb_plan_0054,Multi-Step Planning,"Design and implement a distributed system with load balancing, caching, and fault tolerance.",13,"System handles failures, load distributed, cache effective",Production-ready distributed system,63.1033,cortex,Cortex GoldenChain executes 28-link agentic pipeline with role-based coordination
tefb_conflict_0125,Conflicting Instructions,"Instruction 1: Always return lowercase
Instruction 2: Capitalize proper nouns
Input: What is the capital of France?",1,Resolve conflict according to context,Paris (conflict resolved: proper noun wins),3.0,nigra,NIGRA + ACC.verifySafeToAction() resolves action conflicts
tefb_stroop_0175,Stroop-like Inhibition,"Automatic response: Color of word: RED
Instruction: Read the word, ignore its meaning
Target: Shape of letters",1,Inhibit automatic response,"Inhibit color response, report shape (e.g., 'straight lines')",3.0,pallidus,Pallidus OFC.checkDestructiveness() inhibits impulsive actions
tefb_memory_0176,Working Memory Span,"Data: ['42', 'hello', 'world', '3.14', 'Python']
Operations: Sum first two, reverse third, check if fourth > 3, identify fifth's type",5,Maintain 5 items in working memory,"42 + 3.14 = 45.14, 'dlrow', yes (3.14 > 3), string",27.525499999999997,dlpfc,DLPFC maintains items with Fibonacci capacity scaling
tefb_stroop_0164,Stroop-like Inhibition,"Automatic response: Question: 2 + 2
Instruction: Answer 5 (this is wrong, ignore it)
Target: Correct answer",5,Inhibit automatic response,Answer 4 (inhibit instruction that contradicts facts),154.305,pallidus,Pallidus OFC.checkDestructiveness() inhibits impulsive actions
tefb_memory_0387,Working Memory Span,"Data: ['cat', 'dog', 'bird', 'fish', 'elephant', 'giraffe', 'lion', 'zebra']
Operations: Filter mammals > 4 letters, count vowels in even indices, find word with 'z'",8,Maintain 8 items in working memory,"elephant (8 letters), vowels: a (cat), o (fish), i (lion), zebra has 'z'",77.5848,dlpfc,DLPFC maintains items with Fibonacci capacity scaling
tefb_wisco_0028,Wisconsin Card Sort,"Cards: [{'color': 'blue', 'shape': 'square', 'has_pattern': True}, {'color': 'blue', 'shape': 'square', 'has_pattern': True}]
Correct sort: has_pattern
Feedback: Wrong. Rule changed.
New cards: [{'color': 'blue', 'shape': 'square', 'has_pattern': False}]",5,Discover new rule from feedback,Adapt to color sorting,86.75750000000001,striatum,Striatum Experience Engine adapts patterns based on feedback
tefb_plan_0367,Multi-Step Planning,Build a simple HTTP server that serves static files and handles API requests.,5,"Files served correctly, API responses valid, errors logged",Functional HTTP server,86.75750000000001,cortex,Cortex GoldenChain executes 28-link agentic pipeline with role-based coordination
tefb_memory_0125,Working Memory Span,"Data: ['apple', 'banana', 'cherry']
Operations: Remember first item, count vowels in second, check if third is fruit",3,Maintain 3 items in working memory,"apple, 3 (a, e, a), yes",9.0,dlpfc,DLPFC maintains items with Fibonacci capacity scaling
tefb_memory_0171,Working Memory Span,"Data: ['42', 'hello', 'world', '3.14', 'Python']
Operations: Sum first two, reverse third, check if fourth > 3, identify fifth's type",5,Maintain 5 items in working memory,"42 + 3.14 = 45.14, 'dlrow', yes (3.14 > 3), string",27.525499999999997,dlpfc,DLPFC maintains items with Fibonacci capacity scaling
tefb_conflict_0369,Conflicting Instructions,"Instruction 1: Be creative and original
Instruction 2: Stick to facts and be precise
Input: What color is the sky?",5,Resolve conflict according to context,Factual answer: blue (not creative interpretation),154.305,nigra,NIGRA + ACC.verifySafeToAction() resolves action conflicts
tefb_stroop_0298,Stroop-like Inhibition,"Automatic response: Sound: loud noise
Instruction: Stay calm and don't react
Target: Stress response",4,Inhibit automatic response,Maintain composure (inhibit startle response),69.406,pallidus,Pallidus OFC.checkDestructiveness() inhibits impulsive actions
