id,task,question,answer,ground_truth,examples_count,context_length,difficulty,brain_zone,neural_analog
thlp_reward_0297,Reward-Signal Learning,"Action: Incorrect answer

Reward: Incorrect. Try again.

What reward did you receive?",negative_reward,negative_reward,0,28,9.6981,accumbens,ACCumbens tracks reward stationarity for reinforcement
thlp_belief_0248,Belief Update Under Correction,"Paris is the capital of Australia.

Actually, Canberra is the capital of Australia.

What is the capital of Australia?",Canberra,Canberra,0,33,17.3515,hippocampus,Hippocampus cache invalidation triggers belief revision
thlp_error_0231,Error-Driven Learning,"I incorrectly stated that whales are fish.

Whales are mammals, not fish.

Are whales fish or mammals?",Mammals,Mammals,0,27,5.5051,amygdala,Amygdala strengthens associations on prediction errors
thlp_context_0229,Long-Context Retention,"In a tournament, Team Alpha beats Team Beta (3-2). Team Beta beats Team Gamma (4-1). Team Gamma beats Team Delta (3-0). Team Delta beats Team Alpha (2-1) on penalties. Team Alpha also beats Team Gamma (4-3) in overtime. Team Epsilon draws with Team Beta (2-2) and loses to Team Delta (1-3). Team Gamma beats Team Epsilon (3-1). Team Delta ties with Team Beta (1-1). Team Alpha loses to Team Epsilon (2-3) in upset.

Based on these results, rank the teams by head-to-head performance and identify any circular rankings.","Circular: Alpha > Beta > Gamma > Delta > Alpha, with Epsilon as wild card","Circular: Alpha > Beta > Gamma > Delta > Alpha, with Epsilon as wild card",0,21,30.861,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_context_0058,Long-Context Retention,"A company has 4 departments. Department A has 12 employees. Department B has 8 but is hiring 3 more. Department C lost 2 employees who moved to Department D. Department D originally had 10 employees and received a team of 5 from Department A. Department A also sent 2 employees to Department E, which started with 7.

How many employees are in each department now?","A: 5, B: 11, C: 8, D: 15, E: 9","A: 5, B: 11, C: 8, D: 15, E: 9",0,13,17.3515,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_belief_0429,Belief Update Under Correction,"Water boils at 90°C.

Water boils at 100°C at sea level.

At what temperature does water boil at sea level?",100°C,100°C,0,49,30.861,hippocampus,Hippocampus cache invalidation triggers belief revision
thlp_fewshot_0056,Few-Shot Rule Induction,"Learn the rule from these examples and apply to the test case.

Input: 3 -> Output: odd
Input: 7 -> Output: odd
Input: 2 -> Output: even

Test: 5",odd,odd,2,72,5.5051,hippocampus,Hippocampus PopulationCache stores patterns for fast retrieval and completion
thlp_context_0050,Long-Context Retention,"Alice bought 3 apples, 2 oranges, and 5 bananas.

How many fruits did Alice buy total?",10,10,0,3,3.0,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_reward_0039,Reward-Signal Learning,"Action: Incorrect answer

Reward: Incorrect. Try again.

What reward did you receive?",negative_reward,negative_reward,0,28,30.861,accumbens,ACCumbens tracks reward stationarity for reinforcement
thlp_fewshot_0222,Few-Shot Rule Induction,"Learn the rule from these examples and apply to the test case.

Input: 1, 2 -> Output: 3
Input: 3, 5 -> Output: 8

Test: 2, 7",9,9,4,49,9.6981,hippocampus,Hippocampus PopulationCache stores patterns for fast retrieval and completion
thlp_fewshot_0327,Few-Shot Rule Induction,"Learn the rule from these examples and apply to the test case.

Input: cat -> Output: tac
Input: dog -> Output: god

Test: bird",drib,drib,4,51,9.6981,hippocampus,Hippocampus PopulationCache stores patterns for fast retrieval and completion
thlp_context_0417,Long-Context Retention,"A train leaves station A at 8 AM traveling at 60 mph. Station B is 180 miles away. At 9:30 AM, a second train leaves station B traveling at 80 mph.

At what time do the trains meet?",10:08 AM,10:08 AM,0,8,9.6981,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_belief_0465,Belief Update Under Correction,"Water boils at 90°C.

Water boils at 100°C at sea level.

At what temperature does water boil at sea level?",100°C,100°C,0,49,3.0,hippocampus,Hippocampus cache invalidation triggers belief revision
thlp_error_0386,Error-Driven Learning,"I previously said 7 × 8 = 56.

No, 7 × 8 = 54.

What is 7 × 8?",54,54,0,14,5.5051,amygdala,Amygdala strengthens associations on prediction errors
thlp_fewshot_0019,Few-Shot Rule Induction,"Learn the rule from these examples and apply to the test case.

Input: cat -> Output: tac
Input: dog -> Output: god

Test: bird",drib,drib,8,51,30.861,hippocampus,Hippocampus PopulationCache stores patterns for fast retrieval and completion
thlp_fewshot_0356,Few-Shot Rule Induction,"Learn the rule from these examples and apply to the test case.

Input: 3 -> Output: odd
Input: 7 -> Output: odd
Input: 2 -> Output: even

Test: 5",odd,odd,2,72,5.5051,hippocampus,Hippocampus PopulationCache stores patterns for fast retrieval and completion
thlp_error_0385,Error-Driven Learning,"I incorrectly stated that whales are fish.

Whales are mammals, not fish.

Are whales fish or mammals?",Mammals,Mammals,0,27,3.0,amygdala,Amygdala strengthens associations on prediction errors
thlp_reward_0237,Reward-Signal Learning,"Action: Incorrect answer

Reward: Incorrect. Try again.

What reward did you receive?",negative_reward,negative_reward,0,28,9.6981,accumbens,ACCumbens tracks reward stationarity for reinforcement
thlp_error_0270,Error-Driven Learning,"I previously said 7 × 8 = 56.

No, 7 × 8 = 54.

What is 7 × 8?",54,54,0,14,3.0,amygdala,Amygdala strengthens associations on prediction errors
thlp_reward_0296,Reward-Signal Learning,"Action: Solve puzzle quickly

Reward: Correct! Good speed.

What reward did you receive?",positive_reward,positive_reward,0,28,5.5051,accumbens,ACCumbens tracks reward stationarity for reinforcement
thlp_context_0316,Long-Context Retention,"Bob has 5 cats. Yesterday he bought 3 more cats. Then he gave 2 cats to Carol. Before that, he had adopted 4 kittens.

How many cats does Bob have now?",10,10,0,5,5.5051,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_context_0310,Long-Context Retention,"Alice bought 3 apples, 2 oranges, and 5 bananas.

How many fruits did Alice buy total?",10,10,0,3,3.0,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_fewshot_0033,Few-Shot Rule Induction,"Learn the rule from these examples and apply to the test case.

Input: apple -> Output: Apple
Input: banana -> Output: Banana

Test: cherry",Cherry,Cherry,6,61,17.3515,hippocampus,Hippocampus PopulationCache stores patterns for fast retrieval and completion
thlp_context_0160,Long-Context Retention,"Alice bought 3 apples, 2 oranges, and 5 bananas.

How many fruits did Alice buy total?",10,10,0,3,3.0,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_reward_0288,Reward-Signal Learning,"Action: Solve puzzle quickly

Reward: Correct! Good speed.

What reward did you receive?",positive_reward,positive_reward,0,28,17.3515,accumbens,ACCumbens tracks reward stationarity for reinforcement
thlp_fewshot_0257,Few-Shot Rule Induction,"Learn the rule from these examples and apply to the test case.

Input: apple -> Output: Apple
Input: banana -> Output: Banana

Test: cherry",Cherry,Cherry,4,61,9.6981,hippocampus,Hippocampus PopulationCache stores patterns for fast retrieval and completion
thlp_error_0100,Error-Driven Learning,"I previously said 7 × 8 = 56.

No, 7 × 8 = 54.

What is 7 × 8?",54,54,0,14,3.0,amygdala,Amygdala strengthens associations on prediction errors
thlp_belief_0453,Belief Update Under Correction,"Water boils at 90°C.

Water boils at 100°C at sea level.

At what temperature does water boil at sea level?",100°C,100°C,0,49,17.3515,hippocampus,Hippocampus cache invalidation triggers belief revision
thlp_error_0269,Error-Driven Learning,"I incorrectly stated that whales are fish.

Whales are mammals, not fish.

Are whales fish or mammals?",Mammals,Mammals,0,27,30.861,amygdala,Amygdala strengthens associations on prediction errors
thlp_error_0049,Error-Driven Learning,"I incorrectly stated that whales are fish.

Whales are mammals, not fish.

Are whales fish or mammals?",Mammals,Mammals,0,27,30.861,amygdala,Amygdala strengthens associations on prediction errors
thlp_belief_0294,Belief Update Under Correction,"Paris is the capital of Australia.

Actually, Canberra is the capital of Australia.

What is the capital of Australia?",Canberra,Canberra,0,33,30.861,hippocampus,Hippocampus cache invalidation triggers belief revision
thlp_fewshot_0173,Few-Shot Rule Induction,"Learn the rule from these examples and apply to the test case.

Input: apple -> Output: Apple
Input: banana -> Output: Banana

Test: cherry",Cherry,Cherry,6,61,17.3515,hippocampus,Hippocampus PopulationCache stores patterns for fast retrieval and completion
thlp_error_0479,Error-Driven Learning,"I incorrectly stated that whales are fish.

Whales are mammals, not fish.

Are whales fish or mammals?",Mammals,Mammals,0,27,30.861,amygdala,Amygdala strengthens associations on prediction errors
thlp_fewshot_0165,Few-Shot Rule Induction,"Learn the rule from these examples and apply to the test case.

Input: apple -> Output: Apple
Input: banana -> Output: Banana

Test: cherry",Cherry,Cherry,1,61,3.0,hippocampus,Hippocampus PopulationCache stores patterns for fast retrieval and completion
thlp_belief_0005,Belief Update Under Correction,"Water boils at 90°C.

Water boils at 100°C at sea level.

At what temperature does water boil at sea level?",100°C,100°C,0,49,3.0,hippocampus,Hippocampus cache invalidation triggers belief revision
thlp_error_0377,Error-Driven Learning,"I incorrectly stated that whales are fish.

Whales are mammals, not fish.

Are whales fish or mammals?",Mammals,Mammals,0,27,9.6981,amygdala,Amygdala strengthens associations on prediction errors
thlp_fewshot_0008,Few-Shot Rule Induction,"Learn the rule from these examples and apply to the test case.

Input: 3 -> Output: odd
Input: 7 -> Output: odd
Input: 2 -> Output: even

Test: 5",odd,odd,6,72,17.3515,hippocampus,Hippocampus PopulationCache stores patterns for fast retrieval and completion
thlp_belief_0357,Belief Update Under Correction,"Water boils at 90°C.

Water boils at 100°C at sea level.

At what temperature does water boil at sea level?",100°C,100°C,0,49,9.6981,hippocampus,Hippocampus cache invalidation triggers belief revision
thlp_belief_0153,Belief Update Under Correction,"Water boils at 90°C.

Water boils at 100°C at sea level.

At what temperature does water boil at sea level?",100°C,100°C,0,49,17.3515,hippocampus,Hippocampus cache invalidation triggers belief revision
thlp_context_0367,Long-Context Retention,"A train leaves station A at 8 AM traveling at 60 mph. Station B is 180 miles away. At 9:30 AM, a second train leaves station B traveling at 80 mph.

At what time do the trains meet?",10:08 AM,10:08 AM,0,8,9.6981,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_belief_0073,Belief Update Under Correction,"Water boils at 90°C.

Water boils at 100°C at sea level.

At what temperature does water boil at sea level?",100°C,100°C,0,49,17.3515,hippocampus,Hippocampus cache invalidation triggers belief revision
thlp_belief_0261,Belief Update Under Correction,"Water boils at 90°C.

Water boils at 100°C at sea level.

At what temperature does water boil at sea level?",100°C,100°C,0,49,5.5051,hippocampus,Hippocampus cache invalidation triggers belief revision
thlp_belief_0031,Belief Update Under Correction,"Water boils at 90°C.

Water boils at 100°C at sea level.

At what temperature does water boil at sea level?",100°C,100°C,0,49,5.5051,hippocampus,Hippocampus cache invalidation triggers belief revision
thlp_reward_0409,Reward-Signal Learning,"Action: Incorrect answer

Reward: Incorrect. Try again.

What reward did you receive?",negative_reward,negative_reward,0,28,30.861,accumbens,ACCumbens tracks reward stationarity for reinforcement
thlp_reward_0351,Reward-Signal Learning,"Action: Incorrect answer

Reward: Incorrect. Try again.

What reward did you receive?",negative_reward,negative_reward,0,28,5.5051,accumbens,ACCumbens tracks reward stationarity for reinforcement
thlp_reward_0360,Reward-Signal Learning,"Action: Solve puzzle quickly

Reward: Correct! Good speed.

What reward did you receive?",positive_reward,positive_reward,0,28,3.0,accumbens,ACCumbens tracks reward stationarity for reinforcement
thlp_reward_0158,Reward-Signal Learning,"Action: Solve puzzle quickly

Reward: Correct! Good speed.

What reward did you receive?",positive_reward,positive_reward,0,28,17.3515,accumbens,ACCumbens tracks reward stationarity for reinforcement
thlp_context_0100,Long-Context Retention,"Alice bought 3 apples, 2 oranges, and 5 bananas.

How many fruits did Alice buy total?",10,10,0,3,3.0,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_fewshot_0456,Few-Shot Rule Induction,"Learn the rule from these examples and apply to the test case.

Input: 3 -> Output: odd
Input: 7 -> Output: odd
Input: 2 -> Output: even

Test: 5",odd,odd,2,72,5.5051,hippocampus,Hippocampus PopulationCache stores patterns for fast retrieval and completion
thlp_fewshot_0299,Few-Shot Rule Induction,"Learn the rule from these examples and apply to the test case.

Input: cat -> Output: tac
Input: dog -> Output: god

Test: bird",drib,drib,8,51,30.861,hippocampus,Hippocampus PopulationCache stores patterns for fast retrieval and completion
thlp_fewshot_0452,Few-Shot Rule Induction,"Learn the rule from these examples and apply to the test case.

Input: 3 -> Output: odd
Input: 7 -> Output: odd
Input: 2 -> Output: even

Test: 5",odd,odd,4,72,9.6981,hippocampus,Hippocampus PopulationCache stores patterns for fast retrieval and completion
thlp_context_0055,Long-Context Retention,"Alice bought 3 apples, 2 oranges, and 5 bananas.

How many fruits did Alice buy total?",10,10,0,3,3.0,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_belief_0209,Belief Update Under Correction,"Water boils at 90°C.

Water boils at 100°C at sea level.

At what temperature does water boil at sea level?",100°C,100°C,0,49,30.861,hippocampus,Hippocampus cache invalidation triggers belief revision
thlp_context_0162,Long-Context Retention,"A train leaves station A at 8 AM traveling at 60 mph. Station B is 180 miles away. At 9:30 AM, a second train leaves station B traveling at 80 mph.

At what time do the trains meet?",10:08 AM,10:08 AM,0,8,9.6981,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_error_0451,Error-Driven Learning,"I incorrectly stated that whales are fish.

Whales are mammals, not fish.

Are whales fish or mammals?",Mammals,Mammals,0,27,5.5051,amygdala,Amygdala strengthens associations on prediction errors
thlp_reward_0479,Reward-Signal Learning,"Action: Incorrect answer

Reward: Incorrect. Try again.

What reward did you receive?",negative_reward,negative_reward,0,28,30.861,accumbens,ACCumbens tracks reward stationarity for reinforcement
thlp_reward_0397,Reward-Signal Learning,"Action: Incorrect answer

Reward: Incorrect. Try again.

What reward did you receive?",negative_reward,negative_reward,0,28,9.6981,accumbens,ACCumbens tracks reward stationarity for reinforcement
thlp_context_0167,Long-Context Retention,"A train leaves station A at 8 AM traveling at 60 mph. Station B is 180 miles away. At 9:30 AM, a second train leaves station B traveling at 80 mph.

At what time do the trains meet?",10:08 AM,10:08 AM,0,8,9.6981,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_error_0285,Error-Driven Learning,"I incorrectly stated that whales are fish.

Whales are mammals, not fish.

Are whales fish or mammals?",Mammals,Mammals,0,27,3.0,amygdala,Amygdala strengthens associations on prediction errors
thlp_fewshot_0479,Few-Shot Rule Induction,"Learn the rule from these examples and apply to the test case.

Input: cat -> Output: tac
Input: dog -> Output: god

Test: bird",drib,drib,8,51,30.861,hippocampus,Hippocampus PopulationCache stores patterns for fast retrieval and completion
thlp_reward_0277,Reward-Signal Learning,"Action: Incorrect answer

Reward: Incorrect. Try again.

What reward did you receive?",negative_reward,negative_reward,0,28,9.6981,accumbens,ACCumbens tracks reward stationarity for reinforcement
thlp_error_0247,Error-Driven Learning,"I incorrectly stated that whales are fish.

Whales are mammals, not fish.

Are whales fish or mammals?",Mammals,Mammals,0,27,9.6981,amygdala,Amygdala strengthens associations on prediction errors
thlp_context_0044,Long-Context Retention,"In a tournament, Team Alpha beats Team Beta (3-2). Team Beta beats Team Gamma (4-1). Team Gamma beats Team Delta (3-0). Team Delta beats Team Alpha (2-1) on penalties. Team Alpha also beats Team Gamma (4-3) in overtime. Team Epsilon draws with Team Beta (2-2) and loses to Team Delta (1-3). Team Gamma beats Team Epsilon (3-1). Team Delta ties with Team Beta (1-1). Team Alpha loses to Team Epsilon (2-3) in upset.

Based on these results, rank the teams by head-to-head performance and identify any circular rankings.","Circular: Alpha > Beta > Gamma > Delta > Alpha, with Epsilon as wild card","Circular: Alpha > Beta > Gamma > Delta > Alpha, with Epsilon as wild card",0,21,30.861,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_error_0419,Error-Driven Learning,"I incorrectly stated that whales are fish.

Whales are mammals, not fish.

Are whales fish or mammals?",Mammals,Mammals,0,27,30.861,amygdala,Amygdala strengthens associations on prediction errors
thlp_error_0337,Error-Driven Learning,"I incorrectly stated that whales are fish.

Whales are mammals, not fish.

Are whales fish or mammals?",Mammals,Mammals,0,27,9.6981,amygdala,Amygdala strengthens associations on prediction errors
thlp_error_0474,Error-Driven Learning,"I previously said 7 × 8 = 56.

No, 7 × 8 = 54.

What is 7 × 8?",54,54,0,14,30.861,amygdala,Amygdala strengthens associations on prediction errors
thlp_fewshot_0301,Few-Shot Rule Induction,"Learn the rule from these examples and apply to the test case.

Input: apple -> Output: Apple
Input: banana -> Output: Banana

Test: cherry",Cherry,Cherry,2,61,5.5051,hippocampus,Hippocampus PopulationCache stores patterns for fast retrieval and completion
thlp_belief_0187,Belief Update Under Correction,"Water boils at 90°C.

Water boils at 100°C at sea level.

At what temperature does water boil at sea level?",100°C,100°C,0,49,9.6981,hippocampus,Hippocampus cache invalidation triggers belief revision
thlp_context_0009,Long-Context Retention,"In a tournament, Team Alpha beats Team Beta (3-2). Team Beta beats Team Gamma (4-1). Team Gamma beats Team Delta (3-0). Team Delta beats Team Alpha (2-1) on penalties. Team Alpha also beats Team Gamma (4-3) in overtime. Team Epsilon draws with Team Beta (2-2) and loses to Team Delta (1-3). Team Gamma beats Team Epsilon (3-1). Team Delta ties with Team Beta (1-1). Team Alpha loses to Team Epsilon (2-3) in upset.

Based on these results, rank the teams by head-to-head performance and identify any circular rankings.","Circular: Alpha > Beta > Gamma > Delta > Alpha, with Epsilon as wild card","Circular: Alpha > Beta > Gamma > Delta > Alpha, with Epsilon as wild card",0,21,30.861,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_fewshot_0374,Few-Shot Rule Induction,"Learn the rule from these examples and apply to the test case.

Input: 1, 2 -> Output: 3
Input: 3, 5 -> Output: 8

Test: 2, 7",9,9,8,49,30.861,hippocampus,Hippocampus PopulationCache stores patterns for fast retrieval and completion
thlp_fewshot_0231,Few-Shot Rule Induction,"Learn the rule from these examples and apply to the test case.

Input: cat -> Output: tac
Input: dog -> Output: god

Test: bird",drib,drib,2,51,5.5051,hippocampus,Hippocampus PopulationCache stores patterns for fast retrieval and completion
thlp_error_0317,Error-Driven Learning,"I incorrectly stated that whales are fish.

Whales are mammals, not fish.

Are whales fish or mammals?",Mammals,Mammals,0,27,9.6981,amygdala,Amygdala strengthens associations on prediction errors
thlp_context_0448,Long-Context Retention,"A company has 4 departments. Department A has 12 employees. Department B has 8 but is hiring 3 more. Department C lost 2 employees who moved to Department D. Department D originally had 10 employees and received a team of 5 from Department A. Department A also sent 2 employees to Department E, which started with 7.

How many employees are in each department now?","A: 5, B: 11, C: 8, D: 15, E: 9","A: 5, B: 11, C: 8, D: 15, E: 9",0,13,17.3515,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_reward_0029,Reward-Signal Learning,"Action: Incorrect answer

Reward: Incorrect. Try again.

What reward did you receive?",negative_reward,negative_reward,0,28,30.861,accumbens,ACCumbens tracks reward stationarity for reinforcement
thlp_fewshot_0069,Few-Shot Rule Induction,"Learn the rule from these examples and apply to the test case.

Input: apple -> Output: Apple
Input: banana -> Output: Banana

Test: cherry",Cherry,Cherry,8,61,30.861,hippocampus,Hippocampus PopulationCache stores patterns for fast retrieval and completion
thlp_belief_0450,Belief Update Under Correction,"Paris is the capital of Australia.

Actually, Canberra is the capital of Australia.

What is the capital of Australia?",Canberra,Canberra,0,33,3.0,hippocampus,Hippocampus cache invalidation triggers belief revision
thlp_fewshot_0100,Few-Shot Rule Induction,"Learn the rule from these examples and apply to the test case.

Input: 3 -> Output: odd
Input: 7 -> Output: odd
Input: 2 -> Output: even

Test: 5",odd,odd,1,72,3.0,hippocampus,Hippocampus PopulationCache stores patterns for fast retrieval and completion
thlp_fewshot_0438,Few-Shot Rule Induction,"Learn the rule from these examples and apply to the test case.

Input: 1, 2 -> Output: 3
Input: 3, 5 -> Output: 8

Test: 2, 7",9,9,6,49,17.3515,hippocampus,Hippocampus PopulationCache stores patterns for fast retrieval and completion
thlp_error_0417,Error-Driven Learning,"I incorrectly stated that whales are fish.

Whales are mammals, not fish.

Are whales fish or mammals?",Mammals,Mammals,0,27,9.6981,amygdala,Amygdala strengthens associations on prediction errors
thlp_fewshot_0103,Few-Shot Rule Induction,"Learn the rule from these examples and apply to the test case.

Input: cat -> Output: tac
Input: dog -> Output: god

Test: bird",drib,drib,6,51,17.3515,hippocampus,Hippocampus PopulationCache stores patterns for fast retrieval and completion
thlp_context_0279,Long-Context Retention,"In a tournament, Team Alpha beats Team Beta (3-2). Team Beta beats Team Gamma (4-1). Team Gamma beats Team Delta (3-0). Team Delta beats Team Alpha (2-1) on penalties. Team Alpha also beats Team Gamma (4-3) in overtime. Team Epsilon draws with Team Beta (2-2) and loses to Team Delta (1-3). Team Gamma beats Team Epsilon (3-1). Team Delta ties with Team Beta (1-1). Team Alpha loses to Team Epsilon (2-3) in upset.

Based on these results, rank the teams by head-to-head performance and identify any circular rankings.","Circular: Alpha > Beta > Gamma > Delta > Alpha, with Epsilon as wild card","Circular: Alpha > Beta > Gamma > Delta > Alpha, with Epsilon as wild card",0,21,30.861,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_error_0201,Error-Driven Learning,"I incorrectly stated that whales are fish.

Whales are mammals, not fish.

Are whales fish or mammals?",Mammals,Mammals,0,27,5.5051,amygdala,Amygdala strengthens associations on prediction errors
thlp_fewshot_0442,Few-Shot Rule Induction,"Learn the rule from these examples and apply to the test case.

Input: 1, 2 -> Output: 3
Input: 3, 5 -> Output: 8

Test: 2, 7",9,9,4,49,9.6981,hippocampus,Hippocampus PopulationCache stores patterns for fast retrieval and completion
thlp_context_0328,Long-Context Retention,"A company has 4 departments. Department A has 12 employees. Department B has 8 but is hiring 3 more. Department C lost 2 employees who moved to Department D. Department D originally had 10 employees and received a team of 5 from Department A. Department A also sent 2 employees to Department E, which started with 7.

How many employees are in each department now?","A: 5, B: 11, C: 8, D: 15, E: 9","A: 5, B: 11, C: 8, D: 15, E: 9",0,13,17.3515,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_context_0125,Long-Context Retention,"Alice bought 3 apples, 2 oranges, and 5 bananas.

How many fruits did Alice buy total?",10,10,0,3,3.0,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_fewshot_0178,Few-Shot Rule Induction,"Learn the rule from these examples and apply to the test case.

Input: 1, 2 -> Output: 3
Input: 3, 5 -> Output: 8

Test: 2, 7",9,9,6,49,17.3515,hippocampus,Hippocampus PopulationCache stores patterns for fast retrieval and completion
thlp_context_0321,Long-Context Retention,"Bob has 5 cats. Yesterday he bought 3 more cats. Then he gave 2 cats to Carol. Before that, he had adopted 4 kittens.

How many cats does Bob have now?",10,10,0,5,5.5051,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_context_0188,Long-Context Retention,"A company has 4 departments. Department A has 12 employees. Department B has 8 but is hiring 3 more. Department C lost 2 employees who moved to Department D. Department D originally had 10 employees and received a team of 5 from Department A. Department A also sent 2 employees to Department E, which started with 7.

How many employees are in each department now?","A: 5, B: 11, C: 8, D: 15, E: 9","A: 5, B: 11, C: 8, D: 15, E: 9",0,13,17.3515,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_belief_0216,Belief Update Under Correction,"Paris is the capital of Australia.

Actually, Canberra is the capital of Australia.

What is the capital of Australia?",Canberra,Canberra,0,33,5.5051,hippocampus,Hippocampus cache invalidation triggers belief revision
thlp_context_0415,Long-Context Retention,"Alice bought 3 apples, 2 oranges, and 5 bananas.

How many fruits did Alice buy total?",10,10,0,3,3.0,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_belief_0444,Belief Update Under Correction,"Paris is the capital of Australia.

Actually, Canberra is the capital of Australia.

What is the capital of Australia?",Canberra,Canberra,0,33,30.861,hippocampus,Hippocampus cache invalidation triggers belief revision
thlp_reward_0080,Reward-Signal Learning,"Action: Solve puzzle quickly

Reward: Correct! Good speed.

What reward did you receive?",positive_reward,positive_reward,0,28,3.0,accumbens,ACCumbens tracks reward stationarity for reinforcement
thlp_fewshot_0110,Few-Shot Rule Induction,"Learn the rule from these examples and apply to the test case.

Input: 1, 2 -> Output: 3
Input: 3, 5 -> Output: 8

Test: 2, 7",9,9,1,49,3.0,hippocampus,Hippocampus PopulationCache stores patterns for fast retrieval and completion
thlp_belief_0069,Belief Update Under Correction,"Water boils at 90°C.

Water boils at 100°C at sea level.

At what temperature does water boil at sea level?",100°C,100°C,0,49,30.861,hippocampus,Hippocampus cache invalidation triggers belief revision
thlp_fewshot_0015,Few-Shot Rule Induction,"Learn the rule from these examples and apply to the test case.

Input: cat -> Output: tac
Input: dog -> Output: god

Test: bird",drib,drib,1,51,3.0,hippocampus,Hippocampus PopulationCache stores patterns for fast retrieval and completion
thlp_belief_0333,Belief Update Under Correction,"Water boils at 90°C.

Water boils at 100°C at sea level.

At what temperature does water boil at sea level?",100°C,100°C,0,49,17.3515,hippocampus,Hippocampus cache invalidation triggers belief revision
thlp_error_0439,Error-Driven Learning,"I incorrectly stated that whales are fish.

Whales are mammals, not fish.

Are whales fish or mammals?",Mammals,Mammals,0,27,30.861,amygdala,Amygdala strengthens associations on prediction errors
thlp_reward_0182,Reward-Signal Learning,"Action: Solve puzzle quickly

Reward: Correct! Good speed.

What reward did you receive?",positive_reward,positive_reward,0,28,9.6981,accumbens,ACCumbens tracks reward stationarity for reinforcement
thlp_belief_0306,Belief Update Under Correction,"Paris is the capital of Australia.

Actually, Canberra is the capital of Australia.

What is the capital of Australia?",Canberra,Canberra,0,33,5.5051,hippocampus,Hippocampus cache invalidation triggers belief revision
thlp_reward_0250,Reward-Signal Learning,"Action: Solve puzzle quickly

Reward: Correct! Good speed.

What reward did you receive?",positive_reward,positive_reward,0,28,3.0,accumbens,ACCumbens tracks reward stationarity for reinforcement
thlp_error_0123,Error-Driven Learning,"I incorrectly stated that whales are fish.

Whales are mammals, not fish.

Are whales fish or mammals?",Mammals,Mammals,0,27,17.3515,amygdala,Amygdala strengthens associations on prediction errors
thlp_fewshot_0161,Few-Shot Rule Induction,"Learn the rule from these examples and apply to the test case.

Input: apple -> Output: Apple
Input: banana -> Output: Banana

Test: cherry",Cherry,Cherry,2,61,5.5051,hippocampus,Hippocampus PopulationCache stores patterns for fast retrieval and completion
thlp_belief_0440,Belief Update Under Correction,"Paris is the capital of Australia.

Actually, Canberra is the capital of Australia.

What is the capital of Australia?",Canberra,Canberra,0,33,3.0,hippocampus,Hippocampus cache invalidation triggers belief revision
thlp_belief_0019,Belief Update Under Correction,"Water boils at 90°C.

Water boils at 100°C at sea level.

At what temperature does water boil at sea level?",100°C,100°C,0,49,30.861,hippocampus,Hippocampus cache invalidation triggers belief revision
thlp_reward_0321,Reward-Signal Learning,"Action: Incorrect answer

Reward: Incorrect. Try again.

What reward did you receive?",negative_reward,negative_reward,0,28,5.5051,accumbens,ACCumbens tracks reward stationarity for reinforcement
thlp_error_0330,Error-Driven Learning,"I previously said 7 × 8 = 56.

No, 7 × 8 = 54.

What is 7 × 8?",54,54,0,14,3.0,amygdala,Amygdala strengthens associations on prediction errors
thlp_reward_0099,Reward-Signal Learning,"Action: Incorrect answer

Reward: Incorrect. Try again.

What reward did you receive?",negative_reward,negative_reward,0,28,30.861,accumbens,ACCumbens tracks reward stationarity for reinforcement
thlp_belief_0081,Belief Update Under Correction,"Water boils at 90°C.

Water boils at 100°C at sea level.

At what temperature does water boil at sea level?",100°C,100°C,0,49,5.5051,hippocampus,Hippocampus cache invalidation triggers belief revision
thlp_fewshot_0062,Few-Shot Rule Induction,"Learn the rule from these examples and apply to the test case.

Input: 1, 2 -> Output: 3
Input: 3, 5 -> Output: 8

Test: 2, 7",9,9,4,49,9.6981,hippocampus,Hippocampus PopulationCache stores patterns for fast retrieval and completion
